,Unnamed: 0,hostel_O,hostel_D,hostel_C,hostel_B,hostel_A,hostel_J,hostel_H,hostel_Q,hostel_K,hostel_I,hostel_M,hostel_PG,library,pool,cos_complex,synthetic_running_track,admin_block,D_block,F_block,E_block,G_block,junction_1,junction_2,junction_3,junction_4,junction_5,junction_6,pipe_22_leak_node,pipe_5_leak_node,reservoir_1,reservoir_2,pipe_3_leak_node
0,2022-01-01 00:00:00,189.34444138009357,187.2611176185084,198.10629112642965,183.03439491160825,207.01363649827795,182.78448667639915,209.67384042706323,207.4047641554224,94.0425311802291,226.7181143018747,174.92384748225646,179.02025713037278,254.7948879323372,198.64934806642472,191.70903372741384,147.35597977846584,253.07076990184552,259.87863847442424,237.0392917887052,246.9805192571457,233.8423959883431,214.6206715993329,215.39203964861883,215.00009157384667,211.87598445351657,260.42345611836834,262.2548039713629,259.1999422546543,209.66635376512104,0.0,0.0,
1,2022-01-01 00:15:00,195.93611493273983,187.32758133487008,192.2803862820957,169.49558651106688,202.10381646592893,194.0317912232951,211.4670835844253,207.4111242355596,168.7626622060984,226.6291548205565,174.99031119860044,179.02661721050654,252.1401061765251,198.84056941891055,187.77701872557225,143.42396477992693,255.4299839805913,260.9488483472871,226.62154136671117,241.13835967180657,233.7697388931456,214.68713531572453,215.4173251338381,215.00645165398453,212.0672058060599,260.3344966370045,262.1821468761312,257.97338346793487,207.9651059902097,0.0,0.0,
2,2022-01-01 00:30:00,201.3012383917153,174.96034612298266,192.37891861544512,194.18040165626755,207.03320608219664,182.80405626031052,211.48029308820807,204.560981101501,135.4748910604419,226.7501360278639,188.18813496704095,179.0398267142814,253.68093211675924,208.76604267271415,189.9235733211848,145.5705193737365,257.44984687760365,261.92833733335857,226.67860560146,251.6215756343788,193.789240377308,214.78566764910576,215.53683849686453,215.0196611577679,212.0663990006767,260.455477844374,262.23921111091227,260.1156804352067,208.06363832358144,0.0,0.0,
3,2022-01-01 00:45:00,196.3159092228628,175.24160807962224,203.30836545866035,194.4616636130177,207.0929645975113,194.1047592423793,209.7531685263005,204.620739616814,94.25938557178324,238.5689576731093,188.46939692373903,200.4977174532189,255.2025095432101,204.35909197234773,199.53944382395667,182.9301087193419,255.63560488727776,261.1544692539831,237.17225560012827,247.1134830685908,193.93779704905137,215.0669296059372,215.9479205260429,215.07941967309029,212.09283884555995,260.83107772925354,262.38776778283574,259.33290606612155,211.53935759249845,0.0,0.0,
4,2022-01-01 01:00:00,201.69475864646324,187.8196339228318,203.42062375661737,169.98763909888433,202.2313627310659,168.9910675421484,207.59383178762357,207.53867050071148,169.03685609733253,226.959161456216,188.5816552216569,200.55229569926456,252.47011281232832,209.04104336953964,193.58191806091085,164.58136162010695,255.6558890646317,262.0971781826337,237.19253977747644,241.36426475579557,233.99564397709955,215.17918790390823,216.00057125148788,215.13399791914964,212.34139969753423,260.6645032728333,262.4080519601915,258.1992885519808,211.6516158904653,0.0,0.0,
5,2022-01-01 01:15:00,201.3744997537571,197.5606753125316,203.1003648639069,183.27265232331567,202.12611804283597,194.05409280020044,207.48858709938315,207.43342581246924,135.48347413789605,238.38010271601337,175.16210489391048,179.04891878740406,253.8676770444764,204.34123520493495,187.9488124209389,143.5957584751493,257.5747435094105,261.130809213874,237.14859556002705,247.0898230284856,216.0696596850476,214.8589290111577,215.58911882927043,215.02875323089648,212.07498207814365,260.64222277210075,262.36410774272565,259.3092460260125,211.3313569977268,0.0,0.0,
6,2022-01-01 01:30:00,201.52420968092136,175.1833174120675,203.2500747910732,183.42236225042697,196.04612799228144,182.82421529820053,207.49965406415336,209.75554631177,168.81650643530938,227.0324219950448,175.31181482098822,190.90103599470015,255.1091956256591,198.89441364815252,193.41136909539455,164.41081265468543,255.60721023178328,261.1260745984874,245.49353468661425,241.3155859229582,216.06492506966455,215.0086389383427,215.8300222859229,215.03982019566809,212.12105003531804,260.7377638116997,262.3593731273388,258.15060971913124,211.48106692490612,0.0,0.0,
7,2022-01-01 01:45:00,201.83799056861807,198.02416612733413,198.80803935303007,170.1308710209524,202.2251274900501,182.9121577806206,211.58839460856757,209.84348879422905,94.27970637450136,226.6597621314756,199.29751363449645,190.9889784771269,253.5905582203292,204.3794127751077,198.2832295140199,181.6738944098148,257.45766026225164,259.8708589986225,245.38118605486088,246.97273978134515,193.797053761947,215.32241982608295,216.1883309652826,215.12776267813248,212.113159648324,260.3651039479393,262.2470244955607,259.19216277885243,210.3681019918262,0.0,0.0,
8,2022-01-01 02:00:00,196.32844363147575,187.7199100335217,198.56508354155207,194.47419802163,196.04030095948931,168.89106278594895,207.49382703136,204.57531310660485,94.12538464096173,212.1335204499481,188.4819313323491,200.45229094301408,251.8224150792192,198.7322015273194,198.0402737025397,181.43093859841383,255.2832100688549,260.80207443554383,226.4747674550449,240.9915857601035,215.74092490696745,215.07946401455317,215.9453751537534,215.033993162874,211.9588379144361,260.01680553967395,262.03537296438185,257.82660955619474,210.1251461803119,0.0,0.0,
9,2022-01-01 02:15:00,196.19666105067796,187.58812745275216,198.4333009607512,169.7561326288726,196.0631547469465,182.84124205286275,211.5174788807772,207.46151953190864,135.49296424167522,226.62658702509611,175.25085731641337,200.47514473047315,252.13753838106365,204.35072530872645,195.1329965484898,166.1324401068241,252.99398415740697,259.8018527299802,226.6174127174964,241.13423102259077,233.7656102439304,214.94768143372417,215.786338716833,215.0568469503388,212.084472181937,260.33192884154283,262.1780182269141,257.969254818718,209.99336359949132,0.0,0.0,
10,2022-01-01 02:30:00,189.75918749487383,187.67586373324968,192.6286686805201,194.43015172135088,196.0408135981542,182.81890090407416,209.7082546547529,204.5758257452698,168.75615247775357,226.7087127723774,188.43788503207807,179.0546713580429,252.21966412838069,198.834059690562,197.99622740225684,181.3868922981453,253.0844432472532,261.957603539218,226.70787180730343,241.22469011242043,233.8560693337461,215.03541771426129,215.9013288534616,215.03450580153904,212.0606960777093,260.41405458886624,262.2684773167724,258.05971390857053,208.31338838871275,0.0,0.0,
11,2022-01-01 02:45:00,196.14644208284588,197.59920876724397,192.4907134321836,169.70591366106603,207.05875996313125,168.90228466177223,207.50504890719048,204.5865349824349,168.9019353996726,212.557841317042,188.29992978376248,179.06538059520273,253.66658067948285,208.9061226717772,190.03536813792024,145.6823141903781,253.1049830069591,261.9781432989261,245.4231786357719,247.0147323622566,215.9945690188632,214.89746246588027,215.64863331363853,215.0452150387058,212.2064789997561,260.4411264070969,262.289017076481,259.2341553597709,208.17543314034512,0.0,0.0,
12,2022-01-01 03:00:00,189.7944664225264,175.24537511560894,203.31213249464912,183.4844199539801,196.0532264872934,182.83131379321125,209.7206675438952,209.76264480678387,135.46882247909898,212.1800404916821,188.4731639597265,179.06708424717817,251.8689351209857,204.32658354611888,200.9518734936143,184.34253838853888,252.89343499603493,259.70130356860113,226.51686355616795,241.03368186123703,233.66506108259236,215.0706966419264,215.9659358968707,215.0469186906824,212.06033041932463,260.063325581444,262.0774690655287,257.8687056573389,211.5431246284876,0.0,0.0,
13,2022-01-01 03:15:00,189.50366580484703,187.42034204324696,192.37314699048449,194.17463003130672,196.04263901461675,182.8207263205364,209.71008007121583,209.7520573341043,168.94321248659415,238.37531790566536,175.0830719069527,190.8975470170358,252.4430475012483,208.9473997587301,196.6314448044716,167.6308883619733,255.55870657372984,261.07757094043154,237.09535728660236,247.03658475505205,216.01642141164564,214.77989602414328,215.61868644942032,215.03633121800215,212.24775608671385,260.63743796175123,262.310869469281,259.25600775257004,208.05786669861948,0.0,0.0,
14,2022-01-01 03:30:00,201.45221652580253,175.1113242569878,192.52989674950464,194.33137979033208,202.1240225974244,182.81105288802357,209.7004066386989,209.74238390158715,94.1716524716621,226.9235374768178,175.23982166591102,190.88787358452225,255.00031110737956,208.7047494172855,195.08689979657703,166.08634335493693,257.5685356268217,262.04702608258,226.797294350617,241.3141126557564,233.9454918770681,214.93664578321392,215.7402419649086,215.02665778548445,212.0051057452409,260.6288792934169,262.3578998601365,258.149136451929,208.21461645767496,0.0,0.0,
15,2022-01-01 03:45:00,196.0634539708773,197.5162206552777,198.3000938809475,183.22819766607196,202.11572295971416,182.8027532503157,209.6921070009875,207.4230307293462,135.37627224531795,226.69607223045256,175.1176502366767,200.4366559279164,254.77284586090445,198.7411437982861,189.99168502153103,145.6386310740255,255.47168509286567,259.8476824914725,245.3580095477145,251.60621251187763,193.7738772548236,214.81447435389205,215.60495019723425,215.0183581477724,211.96778018540556,260.4014140469349,262.2238479884092,260.100317312704,209.86015651966775,0.0,0.0,
16,2022-01-01 04:00:00,201.37280982818385,175.03191755941225,192.4504900519005,194.25197309272528,202.12781893220787,194.05579368957223,207.4902879887552,207.4351267018413,94.1430706060002,238.14521688892057,175.1604149683382,200.44875190040972,253.6327912173249,198.74988749239245,195.04255420037293,166.04199775875747,255.4745863934315,259.85058379203844,226.66614377953005,251.60911381244333,233.81434130596872,214.85723908558415,215.69589636869327,215.0304541202688,211.9765238795145,260.4073369449372,262.2267492889753,260.10321861327003,208.1352097600529,0.0,0.0,
17,2022-01-01 04:15:00,201.42064599962296,175.07975373082544,192.4983262233308,194.29980926415723,196.0424229206566,182.82051022657632,209.70986397725568,204.57743506777248,135.51453215324867,238.13706335051413,175.20825113974968,200.4544129041815,252.2047929460439,204.37229322032775,196.7394959525775,167.73893951001918,257.38328527407964,260.9393509785412,226.6120439979702,241.1288623030632,193.7226787738613,214.90507525702995,215.7267375975502,215.036115124042,212.10604009354265,260.3991834065283,262.1726495073849,257.9638860991891,208.1830459314941,0.0,0.0,
18,2022-01-01 04:30:00,201.50067258690444,175.1597803180634,198.4707213713416,169.79355303944308,202.14393357595063,168.9036383870805,207.5064026324996,207.451241345586,168.90503477510336,212.5900836237988,198.96019565282984,190.90778456304437,252.2789782533885,208.9092220472103,188.11585072654088,143.76279678061093,255.5360467562385,261.9773358742329,226.72760414230763,251.6705741752482,193.8382389181241,214.98510184432251,215.75615713493625,215.0465687640151,212.20957837518955,260.4733687138787,262.2882096517877,260.1646789760809,210.03078401008733,0.0,0.0,
19,2022-01-01 04:45:00,195.9304026652421,174.85610152217347,202.9228589009969,169.48987424357205,196.01037978355075,168.86114161002322,209.6778208401417,207.4087445685008,135.53108089879487,238.1121860303508,174.9845989311055,179.024237543449,252.179915625875,208.8222325111444,191.80751884665253,147.45446489762182,253.0693538826803,261.9425141746435,237.0378757695404,241.20960074785037,215.95893989460828,214.68142304822547,215.490524767888,215.00407198692545,212.12258883911352,260.3743060863575,262.2533879521976,258.04462454399663,211.1538510348012,0.0,0.0,
20,2022-01-01 05:00:00,196.4823391946161,197.93510587900448,198.71897910469585,194.62809358476213,202.2011264514589,194.1291012088177,211.5643935699721,209.819487755634,94.2858061748547,227.00089025385333,188.63582689545277,190.96497743854064,255.0776638844524,208.8189031207224,199.70587379571987,183.0965386910508,257.64304501588697,262.1215354716473,237.2168970664815,247.15812453495136,216.13796119147284,215.23335957772971,216.1143504978351,215.10376163953592,212.11925944869108,260.7062320704921,262.43240924920565,259.3775475324896,210.27904174347864,0.0,0.0,
21,2022-01-01 05:15:00,196.3643553990474,197.8171220834392,192.70862674836636,194.51010978919976,202.17655713295943,194.1045318903201,207.5390261895116,209.79491843713055,94.2285031857148,238.6865275826339,175.41855166470225,190.9404081200463,255.3200794527665,204.3282095862158,198.06041088597803,181.4510757818456,255.7643823220044,262.20567144001325,245.6507067768146,251.89890974100612,194.0665744836332,215.11537578213324,215.96551233719572,215.07919232103103,212.06195645942185,260.9486476388135,262.51654521757365,260.39301454186125,208.393346456577,0.0,0.0,
22,2022-01-01 05:30:00,189.64823281229533,197.6262093329997,203.16589888438412,169.73291422680884,196.0542459063769,168.90500773283057,211.50857004020503,204.5892580534949,168.86544455064998,238.5368478749568,198.89955684016732,200.4662358899028,255.17039974504883,198.9433517635213,193.30926022197343,164.308703781321,257.66391871774096,261.2199844222054,226.8926774414872,247.17899823680204,234.04087496794747,214.9244630316432,215.72791341247265,215.04793810976625,212.16998815070156,260.79896793109134,262.4532829510607,259.3984212343438,211.39689101820977,0.0,0.0,
23,2022-01-01 05:45:00,189.42917781641071,187.34585405481764,192.2986590020456,169.51385923100906,207.0206673861775,168.8641920848426,211.4677543921879,209.72284857785107,168.73782605463683,238.2895508374691,198.68050184426548,179.02728801826876,254.92310270749417,198.81573326743472,191.8130281108717,147.45997416183636,257.51464287613703,261.0707085805999,226.74340159996004,247.02972239522157,216.0095590518192,214.7054080356804,215.49603403210884,215.0071224617472,212.04236965457656,260.55167089352915,262.30400710944906,259.2491453927384,207.98337871016375,0.0,0.0,
24,2022-01-01 06:00:00,189.82333264427268,197.8013091649932,192.6928138299212,183.51328617572253,207.088370492094,194.10016513696277,207.53465943615345,207.4794981492404,94.19695704911122,212.37145558610948,199.07465667215848,190.93604136668952,252.06035021554663,208.7300539947888,198.02801996243863,181.4186848583168,252.99184560472105,259.79971417729416,245.31004123354373,241.13209246990527,215.88143161670084,215.09956286368305,215.9331214136498,215.0748255676724,212.0304103227471,260.2547406760198,262.175879674228,257.96711626603195,208.37753353812832,0.0,0.0,
25,2022-01-01 06:15:00,201.49591076200812,175.1550184931697,192.5735909857022,169.78879121454966,202.1088011890028,168.86850600015163,207.47127024554823,204.55275632079383,94.14848788124284,238.2048604824194,198.95543382793423,179.03160193357826,252.27259007796428,208.68158482681667,196.81476071495612,167.81420427235605,253.07137230515204,259.87924087773075,237.0398941920116,241.2116191703217,233.8429983916494,214.9803400194256,215.8020023599456,215.01143637705948,211.98194115476932,260.466980538454,262.25540637466946,258.0466429664685,208.2583106938824,0.0,0.0,
26,2022-01-01 06:30:00,196.10743048557205,187.49889688766547,192.4517018349131,169.66690206381205,207.05092930617036,182.8217794842776,207.49721825022948,207.4420569633157,168.82851706387356,212.43259552525737,188.26091818649795,190.89860018077704,253.5413348876076,198.9064242767236,196.69287156415527,167.69231512162287,255.51733856140507,261.03620292810484,245.4036630162478,251.65186598041544,193.81953072331163,214.8584508685972,215.6801132091176,215.03738438174383,212.1330606638927,260.3158806152152,262.2695014569526,260.1459707812463,208.13642154306584,0.0,0.0,
